No,주소(address),경도,위도,상태
121,서울특별시 강서구 화곡로 화곡본동 화곡시장16-146,126.833870514489,37.5402784449536,인근좌표
122,서울특별시 강서구 화곡로 화곡1동 화곡역에이스정형외과16-147,126.846808260658,37.5490927852777,인근좌표
123,서울특별시 강서구 화곡로 화곡1동 화곡역에이스정형외과16-147,126.846808260658,37.5490927852777,인근좌표
124,서울특별시 강서구 화곡로 화곡3동 화곡역에이스정형외과16-148,126.846808260658,37.5490927852777,인근좌표
125,서울특별시 강서구 화곡로 화곡3동 화곡역에이스정형외과16-148,126.846808260658,37.5490927852777,인근좌표
126,서울특별시 강서구 화곡로 화곡1동 화곡푸르지오16-149,126.833870514489,37.5402784449536,인근좌표
127,서울특별시 강서구 화곡로 화곡1동 화곡푸르지오16-149,126.833870514489,37.5402784449536,인근좌표
128,서울특별시 강서구 화곡로 화곡본동 제일성심병원16-341,126.833870514489,37.5402784449536,인근좌표
129,서울특별시 강서구 화곡로 우장산동 제일성심병원16-361,126.846808260658,37.5490927852777,인근좌표
130,서울특별시 강서구 화곡로 가양3동 가양역4번출구,126.833870514489,37.5402784449536,인근좌표
131,서울특별시 강서구 화곡로 가양2동 가양역3번출구쪽,126.833870514489,37.5402784449536,인근좌표
132,서울특별시 강서구 화곡로 가양2동 가양역3번출구쪽,126.833870514489,37.5402784449536,인근좌표
133,서울특별시 강서구 화곡로 등촌3동 가양역9번출구,126.833870514489,37.5402784449536,인근좌표
134,서울특별시 강서구 화곡로 등촌3동 가양역9번출구,126.833870514489,37.5402784449536,인근좌표
135,"서울특별시 강서구 화곡로 화곡1동 화곡역5,6번출구쪽",126.833870514489,37.5402784449536,인근좌표
136,"서울특별시 강서구 화곡로 화곡1동 화곡역5,6번출구쪽",126.833870514489,37.5402784449536,인근좌표
137,"서울특별시 강서구 화곡로 화곡3동 화곡역7,8번출구쪽",126.844550097837,37.5525274049621,인근좌표
138,"서울특별시 강서구 화곡로 화곡3동 화곡역7,8번출구쪽",126.844550097837,37.5525274049621,인근좌표
139,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청앞1,126.844550097837,37.5525274049621,인근좌표
140,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청앞2,126.833870514489,37.5402784449536,인근좌표
141,서울특별시 강서구 마곡중앙5로 방화1동 신방화역 4번 출구 토마토 김밥집 앞,126.82751564944,37.5667880393159,인근좌표
142,서울특별시 강서구 마곡중앙5로 방화1동 신방화역 4번 출구 토마토 김밥집 앞,126.82751564944,37.5667880393159,인근좌표
143,서울특별시 강서구 마곡서1로 방화1동 신방화역 5번 출구 행복부동산 앞,126.820438925657,37.5574738010686,인근좌표
144,서울특별시 강서구 마곡서1로 방화1동 신방화역 5번 출구 행복부동산 앞,126.820438925657,37.5574738010686,인근좌표
145,서울특별시 강서구 마곡중앙로 발산1동 엠벨리15단지 버스정류장 앞16-428,126.825839743509,37.5545416923609,인근좌표
146,서울특별시 강서구 마곡중앙로 발산1동 엠벨리15단지 버스정류장 앞16-428,126.825839743509,37.5545416923609,인근좌표
147,서울특별시 강서구 강서로 등촌3동 그랜드마트 정류장앞16-337,126.849571913828,37.5632276802215,인근좌표
148,서울특별시 강서구 강서로 등촌3동 그랜드마트 정류장앞16-337,126.849571913828,37.5632276802215,인근좌표
149,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청 가양동별관,126.859565469524,37.5602117771297,인근좌표
150,서울특별시 강서구 양천로59길 가양3동 서울특별시 강서구구청 가양동별관,126.859565469524,37.5602117771297,인근좌표
151,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청 본관 공원,126.833870514489,37.5402784449536,인근좌표
152,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청 본관 공원,126.833870514489,37.5402784449536,인근좌표
153,서울특별시 강서구 화곡로 화곡6동 서울특별시 강서구구청 본관 뒤편 공원,126.833870514489,37.5402784449536,인근좌표
154,서울특별시 강서구 허준로 가양3동 가양3동주민센터 버스정류장(16-242),126.844209381121,37.5718460869307,인근좌표
155,서울특별시 강서구 양천로 가양1동 서울특별시 강서구한강자이아파트 버스정류장(16-266),126.804518326474,37.5727523548513,인근좌표
156,서울특별시 강서구 양천로 염창동 염창동한마음.관음삼성아파트(16-249),126.846111758413,37.5652329632853,인근좌표
157,서울특별시 강서구 허준로 가양3동 가양3동 1484-6 인도변,126.85687619308,37.5637468079089,인근좌표
158,서울특별시 강서구 강서로 가양1동 양천향교역.휴먼빌아파트버스정류장(16-225),126.847721711424,37.5294167624047,인근좌표
159,서울특별시 강서구 가로공원로 화곡1동 화원중학교버스정류장(16-202),126.835263029238,37.5371451049397,인근좌표
160,서울특별시 강서구 월정로 화곡1동 황외과앞버스정류장(16-190),126.840440687643,37.5269471929747,인근좌표
161,서울특별시 강서구 곰달래로 화곡1동 서울특별시 강서구한방병원버스정류장(16-328),126.838444293236,37.5301842094882,인근좌표
162,서울특별시 강서구 곰달래로 화곡1동 화곡동유림아파트버스정류장(16-188),126.838444293236,37.5301842094882,인근좌표
163,서울특별시 강서구 곰달래로 화곡2동 서울신정초등학교버스정류장(16-182),126.838444293236,37.5301842094882,인근좌표
164,서울특별시 강서구 곰달래로 화곡4동 화곡동남부시장버스정류장(16-180),126.838444293236,37.5301842094882,인근좌표
165,서울특별시 강서구 등촌로 화곡4동 목동사거리버스정류장(16-178),126.863537933672,37.5302872335017,인근좌표
166,서울특별시 강서구 남부순환로 발산1동 서울특별시 강서구면허시험장메이필드호텔 정류장(16-153),126.807734221707,37.5612273535871,인근좌표
167,서울특별시 강서구 강서로 가양1동 등촌3동그랜드백화점  버스정류장(16-219),126.847721711424,37.5294167624047,인근좌표
168,서울특별시 강서구 수명로 발산1동 마곡수명산파크5단지6단지  정류장(16-417),126.823146607824,37.5497717030748,인근좌표
169,서울특별시 강서구 공항대로 가양1동 마곡역 버스정류장(16-018),126.807951297269,37.561398709146,인근좌표
170,서울특별시 강서구 마곡중앙로 가양1동 마곡역 버스정류장(16-398),126.825839743509,37.5545416923609,인근좌표
171,서울특별시 강서구 강서로 우장산동 발산역.우장산힐스테이트버스정류장(16-217),126.838724798481,37.5438622357078,인근좌표
172,서울특별시 강서구 남부순환로 발산1동 외발산광명마을 버스정류장(16-152),126.807734221707,37.5612273535871,인근좌표
173,서울특별시 강서구 남부순환로 공항동 공항동천주교회 버스정류장(16-161),126.808073795674,37.5594812312535,인근좌표
174,서울특별시 강서구 김포대로 방화2동 상사마을입구 버스정류장(16-172),126.795774636286,37.5844697256487,인근좌표
175,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역 버스정류장(16-396),126.82751564944,37.5667880393159,인근좌표
176,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역 버스정류장(16-396),126.82751564944,37.5667880393159,인근좌표
177,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역1번출구 버스정류장(16-399),126.82751564944,37.5667880393159,인근좌표
178,서울특별시 강서구 마곡중앙5로 가양1동 마곡나루역1번출구 버스정류장(16-399),126.82751564944,37.5667880393159,인근좌표
179,서울특별시 강서구 마곡중앙5로 가양1동 마곡엠밸리7단지.712동 버스정류장(16-702),126.82751564944,37.5667880393159,인근좌표
180,서울특별시 강서구 마곡중앙5로 가양1동 마곡엠밸리7단지.712동 버스정류장(16-702),126.82751564944,37.5667880393159,인근좌표
181,서울특별시 강서구 방화대로 방화1동 마곡엠밸리5단지 버스정류장(16-706),126.817137425556,37.5407709018467,인근좌표
182,서울특별시 강서구 방화대로 방화1동 마곡엠밸리5단지 버스정류장(16-706),126.817137425556,37.5407709018467,인근좌표
183,서울특별시 강서구 마곡서로 가양1동 마곡엠벨리7단지앞 마을버스정류장(마곡동767-6),126.820716158295,37.5559319391684,인근좌표
184,서울특별시 강서구 등촌로 등촌2동 영일고등학교.서울특별시 강서구도서관 버스정류장(16-173),126.863537933672,37.5302872335017,인근좌표
185,서울특별시 강서구 등촌로 등촌2동 아이파크아파트.백석중학교 버스정류장(16-174),126.863537933672,37.5302872335017,인근좌표
186,서울특별시 강서구 등촌로 등촌2동 등촌2동주민센터.등촌동대림아파트 버스정류장(16-175),126.863537933672,37.5302872335017,인근좌표
187,서울특별시 강서구 등촌로 등촌2동 용문사.시립화곡청소년수련관 버스정류장(16-177),126.863537933672,37.5302872335017,인근좌표
188,서울특별시 강서구 마곡서1로 가양1동 서울특별시 강서구세무서.공항초교(16-528),126.820438925657,37.5574738010686,인근좌표
189,서울특별시 강서구 마곡서1로 가양1동 서울특별시 강서구세무서.공항초교(16-622),126.820438925657,37.5574738010686,인근좌표
190,서울특별시 강서구 공항대로 공항동 공항중학교.공항초등학교(중)(16-016),126.860326377443,37.5526832608479,인근좌표
191,서울특별시 강서구 공항대로 공항동 공항중학교.공항초등학교(중)(16-020),126.860326377443,37.5526832608479,인근좌표
192,서울특별시 강서구 공항대로 공항동 송정역(중)(16-014),126.860326377443,37.5526832608479,인근좌표
193,서울특별시 강서구 공항대로 공항동 송정역(중)(16-015),126.860326377443,37.5526832608479,인근좌표
194,서울특별시 강서구 초원로 방화1동 마곡엠밸리6.7단지.마곡중학교(16-395),126.823925460083,37.5846683795649,인근좌표
195,서울특별시 강서구 등촌로 가양1동 마곡엠벨리4단지(16-705),126.863537933672,37.5302872335017,인근좌표
196,서울특별시 강서구 강서로 화곡8동 까치산역2번출구(16-191),126.847721711424,37.5294167624047,인근좌표
197,서울특별시 강서구 곰달래로 화곡2동 성석교회(16-181),126.838444293236,37.5301842094882,인근좌표
198,서울특별시 강서구 곰달래로 화곡2동 서울신정초등학교(16-183),126.838444293236,37.5301842094882,인근좌표
199,서울특별시 강서구 곰달래로 화곡8동 화곡8동주민센터.까치산시장(16-185),126.838444293236,37.5301842094882,인근좌표
200,서울특별시 강서구 강서로 화곡1동 KT서울특별시 강서구지사(16-186),126.847721711424,37.5294167624047,인근좌표
201,서울특별시 강서구 곰달래로 화곡1동 화곡동유림아파트(16-189),126.838444293236,37.5301842094882,인근좌표
202,서울특별시 강서구 강서로 화곡1동 화곡동백구사(16-193),126.847721711424,37.5294167624047,인근좌표
203,서울특별시 강서구 가로공원로 화곡1동 화곡동대림아파트(16-195),126.835263029238,37.5371451049397,인근좌표
204,서울특별시 강서구 양천로 가양1동 마곡실내배드민턴장(16-273),126.804518326474,37.5727523548513,인근좌표
205,서울특별시 강서구 양천로 가양1동 마곡실내배드민턴장(16-274),126.804518326474,37.5727523548513,인근좌표
206,서울특별시 강서구 양천로 가양1동 서남물재생센터(16-275),126.804518326474,37.5727523548513,인근좌표
207,서울특별시 강서구 양천로 가양1동 서남물재생센터(16-276),126.804518326474,37.5727523548513,인근좌표
208,서울특별시 강서구 공항대로 발산1동 마곡역7번출구,126.807951297269,37.561398709146,인근좌표
209,서울특별시 강서구 공항대로 발산1동 마곡역(중)(16-019),126.807951297269,37.561398709146,인근좌표
210,서울특별시 강서구 공항대로 발산1동 발산역(중)(16-017),126.807951297269,37.561398709146,인근좌표
211,서울특별시 강서구 방화대로 가양1동 롯데R&D센터(16-608),126.817137425556,37.5407709018467,인근좌표
212,서울특별시 강서구 방화대로 가양1동 마곡역(16-397),126.817137425556,37.5407709018467,인근좌표
213,서울특별시 강서구 양천로 등촌1동 서울특별시 강서구소방서.이마트.증미역(16256),126.804518326474,37.5727523548513,인근좌표
214,서울특별시 강서구 월정로 화곡1동 월정로 134 황외과 앞 버스정류장,126.837968246848,37.5309826583717,정좌표
215,서울특별시 강서구 가로공원로 화곡1동 가로공원로 192 사거리 횡단보도 ,126.837263812137,37.5368870288395,정좌표
216,서울특별시 강서구 가로공원로 화곡1동 가로공원로 237 화곡터널입구교차로 횡단보도,126.841944830046,37.5386618172402,정좌표
217,서울특별시 강서구 가로공원로 화곡1동 가로공원로 215 가로공원공영주차장 횡단보도,126.839748730827,37.53780121246,정좌표
218,서울특별시 강서구 허준로 가양1동 허준로 50 동양고등학교 버스정류장,126.847079975467,37.5690182687798,정좌표
219,서울특별시 강서구 허준로 가양1동 허준로 47 가양2단지성지아파트 버스정류장,126.847383998166,37.571161806001,정좌표
220,서울특별시 강서구 허준로 가양1동 허준로 76 한보구암마을아파트 버스정류장,126.848657798211,37.5684152445981,정좌표
221,서울특별시 강서구 허준로 가양2동 허준로 139 강변아파트 버스정류장,126.856162316513,37.5653996910929,정좌표
222,서울특별시 강서구 허준로 가양3동 허준로 175 도시개발6단지아파트 버스정류장,126.858752265056,37.5633632338316,정좌표
223,서울특별시 강서구 허준로 가양3동 허준로 234 도시개발9단지아파트 버스정류장,126.862827756756,37.5587974646769,정좌표
224,서울특별시 강서구 양천로 염창동 양천로 628 태영송화아파트 버스정류장,126.867326437781,37.5539150124544,정좌표
225,서울특별시 강서구 마곡중앙5로 가양1동 마곡중앙5로 6 마곡나루역 버스정류장,126.826955567854,37.567290679727,정좌표
226,서울특별시 강서구 마곡중앙5로 가양1동 마곡중앙5로 6 마곡나루역 2번출구 ,126.82751564944,37.5667880393159,인근좌표
227,서울특별시 강서구 공항대로 가양1동 공항대로 마곡역 1번출구 ,126.807951297269,37.561398709146,인근좌표
228,서울특별시 강서구 마곡중앙로 공항동 마곡중앙로 33 마곡엠밸리14단지 버스정류장,126.824702584141,37.5574476095856,정좌표
229,"서울특별시 강서구 마곡동로 가양1동 마곡동로 마곡일반산업단지 D30-1,2",126.83873409591,37.5771584636214,정좌표
230,서울특별시 강서구 마곡동로 가양1동 마곡동로 55 사거리 ,126.83873409591,37.5771584636214,정좌표
231,서울특별시 강서구 마곡동로 가양1동 마곡동로 62 마곡사이언스타워 앞,126.83873409591,37.5771584636214,정좌표
232,서울특별시 강서구 마곡중앙10로 가양1동 마곡중앙10로 70 LG사이언스파크 E-14동,126.828185901605,37.5637092704836,인근좌표
233,서울특별시 강서구 마곡중앙10로 가양1동 마곡중앙10로 30 LG사이언스파크 ISC통합지원센터,126.828185901605,37.5637092704836,인근좌표
234,서울특별시 강서구 마곡중앙10로 가양1동 마곡중앙10로 30 LG사이언스파크 ISC통합지원센터 후면,126.828185901605,37.5637092704836,인근좌표
235,서울특별시 강서구 양천로 방화1동 양천로 108 하나은행 앞,126.815791663858,37.5732137410758,정좌표
236,서울특별시 강서구 방화대로 발산1동 방화대로 외발산사거리 횡단보도,126.817137425556,37.5407709018467,인근좌표
237,서울특별시 강서구 금낭화로 방화3동 금낭화로 135 방화역 3번출구 택시정류장,126.812437566778,37.577444063253,정좌표
238,서울특별시 강서구 양천로 방화1동 양천로 87 동부센트레빌아파트 버스정류장,126.813649873463,37.5736079917723,정좌표
239,서울특별시 강서구 송정로 공항동 송정로3길 3 공항동주민센터 버스정류장,126.810734924961,37.5582817532884,정좌표
240,서울특별시 강서구 남부순환로 공항동 공항동천주교회 버스정류장,126.808073795674,37.5594812312535,인근좌표
241,서울특별시 강서구 양천로 방화1동 양천로 112 신방화사거리 버스정류장,126.816357654102,37.5731617681458,정좌표
